contractSymbol,strike,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,expirationDate,CALL,mark,sector,industry,grossMargins,targetLowPrice,recommendationKey,targetMedianPrice,currentPrice,targetMeanPrice,targetHighPrice,pegRatio,forwardPE,fiftyDayAverage,recommendationMean,recordTime
AAPL220408C00182500,182.5,0.0,0.0,0.0,0.0,47992.0,35488,0.12500875,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00185000,185.0,0.0,0.0,0.0,0.0,32487.0,30128,0.12500875,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00187500,187.5,0.0,0.0,0.0,0.0,4141.0,9132,0.12500875,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00190000,190.0,0.0,0.0,0.0,0.0,2967.0,9500,0.2500075,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00192500,192.5,0.0,0.0,0.0,0.0,1740.0,3854,0.2500075,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00195000,195.0,0.0,0.0,0.0,0.0,368.0,4732,0.2500075,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00197500,197.5,0.0,0.0,0.0,0.0,131.0,531,0.2500075,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00200000,200.0,0.0,0.0,0.0,0.0,111.0,3738,0.2500075,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00202500,202.5,0.0,0.0,0.0,0.0,6.0,782,0.2500075,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00205000,205.0,0.0,0.0,0.0,0.0,11.0,2829,0.500005,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00210000,210.0,0.0,0.0,0.0,0.0,3.0,2186,0.500005,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00215000,215.0,0.0,0.0,0.0,0.0,3.0,561,0.500005,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00220000,220.0,0.0,0.0,0.0,0.0,4.0,282,0.500005,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00225000,225.0,0.0,0.0,0.0,0.0,5.0,763,0.500005,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00230000,230.0,0.0,0.0,0.0,0.0,6.0,159,0.500005,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00235000,235.0,0.0,0.0,0.0,0.0,5.0,51,0.500005,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00240000,240.0,0.0,0.0,0.0,0.0,10.0,570,0.500005,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00245000,245.0,0.0,0.0,0.0,0.0,10.0,155,0.500005,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408C00250000,250.0,0.0,0.0,0.0,0.0,6.0,54,0.500005,False,2022-04-08,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00100000,100.0,0.0,0.0,0.0,0.0,20.0,184,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00105000,105.0,0.0,0.0,0.0,0.0,20.0,178,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00110000,110.0,0.0,0.0,0.0,0.0,5.0,362,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00115000,115.0,0.0,0.0,0.0,0.0,1.0,859,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00120000,120.0,0.0,0.0,0.0,0.0,1.0,2144,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00125000,125.0,0.0,0.0,0.0,0.0,11.0,2189,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00130000,130.0,0.0,0.0,0.0,0.0,8.0,2081,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00135000,135.0,0.0,0.0,0.0,0.0,27.0,1639,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00140000,140.0,0.0,0.0,0.0,0.0,15.0,2105,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00145000,145.0,0.0,0.0,0.0,0.0,50.0,2292,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00146000,146.0,0.0,0.0,0.0,0.0,360.0,734,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00147000,147.0,0.0,0.0,0.0,0.0,161.0,346,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00148000,148.0,0.0,0.0,0.0,0.0,245.0,366,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00149000,149.0,0.0,0.0,0.0,0.0,44.0,673,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00150000,150.0,0.0,0.0,0.0,0.0,148.0,3327,0.500005,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00152500,152.5,0.0,0.0,0.0,0.0,180.0,1340,0.2500075,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00155000,155.0,0.0,0.0,0.0,0.0,386.0,6746,0.2500075,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00157500,157.5,0.0,0.0,0.0,0.0,770.0,2649,0.2500075,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00160000,160.0,0.0,0.0,0.0,0.0,1199.0,30706,0.2500075,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00162500,162.5,0.0,0.0,0.0,0.0,6500.0,8024,0.2500075,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00165000,165.0,0.0,0.0,0.0,0.0,6289.0,15440,0.12500875,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00167500,167.5,0.0,0.0,0.0,0.0,9610.0,16746,0.12500875,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00170000,170.0,0.0,0.0,0.0,0.0,34182.0,32287,0.062509375,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00172500,172.5,0.0,0.0,0.0,0.0,50869.0,19124,0.0312596875,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00175000,175.0,0.0,0.0,0.0,0.0,84126.0,32835,0.00196310546875,False,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00177500,177.5,0.0,0.0,0.0,0.0,27968.0,11254,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00180000,180.0,0.0,0.0,0.0,0.0,4625.0,5495,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00182500,182.5,0.0,0.0,0.0,0.0,456.0,683,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00185000,185.0,0.0,0.0,0.0,0.0,134.0,308,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00187500,187.5,0.0,0.0,0.0,0.0,27.0,47,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00190000,190.0,0.0,0.0,0.0,0.0,4.0,64,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00192500,192.5,0.0,0.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00195000,195.0,0.0,0.0,0.0,0.0,2.0,17,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00200000,200.0,0.0,0.0,0.0,0.0,2.0,3,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00205000,205.0,0.0,0.0,0.0,0.0,30.0,0,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00210000,210.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00225000,225.0,0.0,0.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220408P00240000,240.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,2022-04-08,False,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00050000,50.0,0.0,0.0,0.0,0.0,28.0,202,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00055000,55.0,0.0,0.0,0.0,0.0,28.0,14,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00060000,60.0,0.0,0.0,0.0,0.0,14.0,14,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00065000,65.0,0.0,0.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00070000,70.0,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00075000,75.0,0.0,0.0,0.0,0.0,2.0,6,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00080000,80.0,0.0,0.0,0.0,0.0,1.0,35,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00085000,85.0,0.0,0.0,0.0,0.0,2.0,69,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00090000,90.0,0.0,0.0,0.0,0.0,41.0,381,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00095000,95.0,0.0,0.0,0.0,0.0,5.0,314,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00100000,100.0,0.0,0.0,0.0,0.0,41.0,659,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00105000,105.0,0.0,0.0,0.0,0.0,1.0,315,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00110000,110.0,0.0,0.0,0.0,0.0,3.0,635,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00115000,115.0,0.0,0.0,0.0,0.0,9.0,771,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00120000,120.0,0.0,0.0,0.0,0.0,5.0,1180,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00125000,125.0,0.0,0.0,0.0,0.0,2.0,900,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00130000,130.0,0.0,0.0,0.0,0.0,132.0,1422,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00135000,135.0,0.0,0.0,0.0,0.0,13.0,1225,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
AAPL220414C00140000,140.0,0.0,0.0,0.0,0.0,45.0,4071,1.0000000000000003e-05,True,2022-04-14,True,0.0,Technology,Consumer Electronics,0.43019,160,buy,199.5,175.06,193.53,215,1.9500000000000002,26.685976,167.6104,1.8,2022-04-06 08:03:00.626463
